Row_Number,Channel,SYRS_ID,Category,Generated_VC,Primary_Rater,P_C,P_N,P_U,P_Notes,Secondary_Rater,S_C,S_N,S_U,S_Notes,E1_Correctness_1to5,E1_Novelty_YN,E1_Usefulness_YN,E1_Scope_ECU_Net_HW_OOS,E1_Notes
547,Baseline,SYRS.0961_B,IO_HMI,"- VC_Item: |     VC_ID: VC_SYRS.0961_B.2 |     Title: ""Verify Contact Resistance Under Temperature Extremes"" |     Method: |       Type: Dynamic |       Technique: Environmental Testing |     Pass_Fail_Criteria: |       Pass: | |         1. Place the EPB-rocker in a temperature-controlled chamber. |         2. Set the chamber to the minimum operating temperature (e.g., -40°C). |         3. Actuate the rocker (Center, Left Edge, Right Edge) and measure the contact resistance. |         4. Repeat steps 2-3 at the maximum operating temperature (e.g., 85°C). |         5. Verify that the contact resistance is $< 100\text{ m}\Omega$ in all positions at both temperature extremes. |       Fail: | |         - Contact resistance $\ge 100\text{ m}\Omega$ at either temperature extreme. |  | - VC_Item: |     VC_ID: VC_SYRS.0961_B.3 |     Title: ""Verify Switching Time with Repeated Actuations"" |     Method: |       Type: Dynamic |       Technique: Durability Testing |     Pass_Fail_Criteria: |       Pass: | |         1. Connect an oscilloscope to the switch contacts. |         2. Actuate the rocker (Center, Left Edge, Right Edge) 1000 times in rapid succession. |         3. Measure the switching time (contact bounce duration) after each actuation. |         4. Verify that the switching time is $< 5\text{ ms}$ for all 1000 actuations. |       Fail: | |         - Switching time $\ge 5\text{ ms}$ for any of the 1000 actuations.",E4,2,Y,N,Hardware assumption unsupported; novel-invalid,E2,3,Y,Y,Undervoltage transition needs specific power supply rig patch.,2,Y,N,HW,E1:<SIG>-Flaw-Reject|follow-E4(C=2)
549,Baseline,SYRS.0812,IO_HMI,"- VC_Item: |     VC_ID: ""VC_SYRS.0812.EDGE.1"" |     Title: ""Verify Force Consistency at Boundary Conditions (Input: Travel)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Analysis"" |     Pass_Fail_Criteria: |       Pass: | |         1. Mount the FES unit on a calibrated haptic measurement rig. |         2. Execute actuation profiles at the extreme ends of the travel range, specifically at 0% and 100% of the reference diagram's travel points (Input: Displacement). |         3. For each measured travel point, verify that the recorded force (Output: Force) is within ±10% of the reference force value. |       Fail: | |         - If the recorded force at any <SIG> condition (0% or 100% travel) is outside the ±10% tolerance band. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0812.ERROR.1"" |     Title: ""Verify Error Handling for Out-of-Tolerance Force Readings (Input: Travel)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Error Injection"" |     Pass_Fail_Criteria: |       Pass: | |         1. Mount the FES unit on a calibrated haptic measurement rig. |         2. Introduce a controlled error in the force measurement system to simulate an out-of-tolerance force reading (e.g., by using a faulty sensor or software injection). |         3. Execute a full stroke actuation profile matching the reference diagram's travel points (Input: Displacement). |         4. Verify that the ECU detects the out-of-tolerance force reading and triggers the appropriate error handling mechanism (e.g., logging, fault code, or system shutdown). |       Fail: | |         - If the ECU does not detect the out-of-tolerance force reading. |         - If the ECU does not trigger the appropriate error handling mechanism.",E4,5,N,Y,Fully aligned nominal verification,E2,4,Y,Y,Set state conditional mapping strictly follows logic matrix.,5,N,Y,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
550,Baseline,SYRS.0913,IO_HMI,"- VC_Item: |     VC_ID: ""VC_SYRS.0913.2"" |     Title: ""Verify Chromaticity Coordinates and CCT at Boundary Values (Negative)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. <SIG> the EPB search illumination under nominal operating conditions. |         2. Measure the emitted light using a calibrated spectroradiometer. |         3. Verify the measured chromaticity coordinates (x, y) are just outside the specified CIE 1931 region (e.g., x = 0.269, y = 0.289 or x = 0.381, y = 0.411). |         4. Verify the measured CCT is just outside the specified 5000 K to 7000 K range (e.g., 4999 K or 7001 K). |         5. Ensure the system detects and reports an error or failsafe condition. |       Fail: | |         - The system does not detect and report an error or fail-safe condition when the chromaticity coordinates or CCT are just outside the specified ranges. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0913.3"" |     Title: ""Verify Chromaticity Coordinates and CCT Under Extreme Environmental Conditions"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Stress Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Subject the ECU to extreme environmental conditions (e.g., high temperature, low temperature, high humidity, or low humidity). |         2. <SIG> the EPB search illumination. |         3. Measure the emitted light using a calibrated spectroradiometer. |         4. Verify the measured chromaticity coordinates (x, y) fall within the specified CIE 1931 region. |         5. Verify the measured CCT is within the specified 5000 K to 7000 K range. |         6. Ensure the system maintains performance and does not enter a fail-safe mode. |       Fail: | |         - The measured chromaticity coordinates (x, y) do not fall within the specified CIE 1931 region. |         - The measured CCT is not within the specified 5000 K to 7000 K range. |         - The system enters a fail-safe mode or exhibits degraded performance under extreme environmental conditions.",E4,4,Y,Y,Supplemental resilience scenario valuable,E2,1,N,N,<SIG> invalid state <SIG> assumption contradicts protocol.,1,N,N,Network,E1:<SIG>-<SIG_240>-Reject|follow-E2(N=N)
552,Baseline,SYRS.1124_A,IO_HMI,"- VC_Item: |     VC_ID: ""VC_SYRS.1124_A.2"" |     Title: ""Verify IDLE State with Invalid Mechanical Position (Negative)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Negative Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Power on the system. |         2. Ensure the turn indicator stalk is in an invalid or undefined mechanical position (e.g., partially engaged, stuck between positions). |         3. Monitor '<SIG_117>'. |         4. Verify the signal value corresponds to 'IDLE'. |       Fail: | |         - Signal is not 'IDLE' (e.g., indicates Left, Right, or any other non-IDLE value). |  | - VC_Item: |     VC_ID: ""VC_SYRS.1124_A.3"" |     Title: ""Verify IDLE State During Power Cycle (Boundary)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Power on the system. |         2. Ensure the turn indicator stalk is in the 'Neutral' position. |         3. Monitor '<SIG_117>' and verify it is 'IDLE'. |         4. Power cycle the system (turn off and then on again) while keeping the turn indicator stalk in the 'Neutral' position. |         5. After the system powers back on, monitor '<SIG_117>'. |         6. Verify the signal value corresponds to 'IDLE'. |       Fail: | |         - Signal is not 'IDLE' after the power cycle (e.g., indicates Left, Right, or any other non-IDLE value).",E4,2,Y,N,Incorrect dependency on unavailable service state,E2,4,Y,Y,Service availability during <SIG> event tested.,2,Y,N,ECU,E1:<SIG>-Flaw-Reject|follow-E4(C=2)
556,Baseline,SYRS.0111_B_A,IO_HMI,"- VC_Item: |     VC_ID: ""VC_SYRS.0111_B_A.2"" |     Title: ""Verify Signal Reset on Button Release After <SIG> Hold (Boundary)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Press and hold the 'OFF/Mute' button for an extended period (e.g., 5 seconds). |         2. Release the 'OFF/Mute' button (Trigger event). |         3. Monitor the '<SIG_120>::<SIG_114>' signal in the subsequent CAN frames. |         4. Verify the signal value transitions to 0. |       Fail: | |         - Signal remains 1 after button release. |         - Signal does not transition to 0 within a specified timeout period. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0111_B_A.3"" |     Title: ""Verify Signal Reset on Button Release with Multiple Rapid Presses (Error Handling)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Error Handling"" |     Pass_Fail_Criteria: |       Pass: | |         1. Rapidly press and release the 'OFF/Mute' button multiple times (e.g., 5 times within 1 second). |         2. Ensure the last press is held for a sufficient duration (e.g., 1 second) before releasing. |         3. Monitor the '<SIG_120>::<SIG_114>' signal in the subsequent CAN frames. |         4. Verify the signal value transitions to 0 after the final release. |       Fail: | |         - Signal remains 1 after the final button release. |         - Signal does not transition to 0 within a specified timeout period. |         - System exhibits un<SIG> behavior or crashes.",E4,3,Y,Y,Coordination detail missing but recoverable,E2,2,Y,N,Reset latency stress relies on non-deterministic OS jitter.,2,Y,N,Network,E1:<SIG>-<SIG_241>-Reject|follow-E2(C=2/U=N)
557,Baseline,SYRS.0994,IO_HMI,"- VC_Item: |     VC_ID: ""VC_SYRS.0994.2"" |     Title: ""Verify Switching Time at Boundary Actuating Speed (Performance)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Performance Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Mount SSU in nominal fixture. |         2. Position actuator at $5\text{ mm}$ from cap edge (off-center). |         3. Actuate at constant speed $0.99\text{ mm/s}$ and $1.01\text{ mm/s}$. |         4. Measure time ($T$) from start of movement until signal path closes (Resistance < Threshold). |         5. Verify $T \le 500\text{ ms}$ for both speeds. |       Fail: | |         - Time $T > 500\text{ ms}$ for either speed. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0994.3"" |     Title: ""Verify Switching Time with Off-Center Position Variance (Robustness)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Robustness Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Mount SSU in nominal fixture. |         2. Position actuator at $4.9\text{ mm}$ and $5.1\text{ mm}$ from cap edge (off-center). |         3. Actuate at constant speed $1.0\text{ mm/s}$. |         4. Measure time ($T$) from start of movement until signal path closes (Resistance < Threshold). |         5. Verify $T \le 500\text{ ms}$ for both positions. |       Fail: | |         - Time $T > 500\text{ ms}$ for either position.",E4,1,N,N,Impossible communication expectation under disconnect,E2,5,Y,Y,Simultaneous profile changes synchronization mapped.,1,N,N,HW,E1:<SIG>-Flaw-Reject|follow-E4(C=1)
562,Baseline,SYRS.0928_A,IO_HMI,"- VC_Item: |     VC_ID: ""VC_SYRS.0928_A.<SIG_137>.1"" |     Title: ""Verify Signal Transition Time and Stability During EPB Switch Actuation and Release"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Analysis, Timing Analysis"" |     Pass_Fail_Criteria: |       Pass: | |         1. Actuate EPB Switch: Measure the time taken for Pin 3 voltage to transition from [0.0V, 0.2V] to [4.8V, 5.2V]. |         2. Verify: The transition time is within the specified tolerance (e.g., < 10ms). |         3. Release EPB Switch: Measure the time taken for Pin 3 voltage to transition from [4.8V, 5.2V] to [0.0V, 0.2V]. |         4. Verify: The transition time is within the specified tolerance (e.g., < 10ms). |         5. Verify: The signal remains stable in both ACTIVE and INACTIVE states for a minimum duration (e.g., 1 second) after the transition. |       Fail: | |         - Transition times exceed the specified tolerance. |         - Signal does not remain stable for the required duration. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0928_A.<SIG_140>.1"" |     Title: ""Verify System Behavior with Faulty EPB Switch (Short Circuit or Open Circuit)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Fault Injection"" |     Pass_Fail_Criteria: |       Pass: | |         1. Simulate a short circuit on the EPB switch (Pin 3 connected to ground or Vcc). |         2. Verify: The system detects the fault and sets an appropriate error flag or diagnostic trouble code (DTC). |         3. Simulate an open circuit on the EPB switch (Pin 3 disconnected). |         4. Verify: The system detects the fault and sets an appropriate error flag or diagnostic trouble code (DTC). |       Fail: | |         - The system fails to detect the short circuit or open circuit. |         - No error flag or DTC is set. |         - The system behaves unpredictably or enters an unsafe state.",E4,2,Y,N,Depends on unavailable operational scenario; novel-supplement,E2,5,Y,Y,Headlight retention logic under synthetic light flicker mapped.,2,Y,N,OOS,E1:<SIG>-Flaw-Reject|follow-E4(C=2)
564,Baseline,SYRS.0948_A,System_State,"- VC_Item: |     VC_ID: ""VC_SYRS.0948_A.3"" |     Title: ""Verify Variant Identification with Invalid DID Value (Negative)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Negative Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Write an invalid value (e.g., 0xFF) to the Variant Coding DID (0xF1A0) via UDS. |         2. Perform an ECU Reset. |         3. Read the 'Active Variant' status via measurement/debug interface. |         4. Verify the status indicates a default or error state, and not 'EPB Low-Version'. |       Fail: | |         - Active Variant is reported as 'EPB Low-Version' despite the invalid value. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0948_A.4"" |     Title: ""Verify Variant Identification with Boundary DID Value (Boundary Testing)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Write a <SIG> value (e.g., 0x00) to the Variant Coding DID (0xF1A0) via UDS. |         2. Perform an ECU Reset. |         3. Read the 'Active Variant' status via measurement/debug interface. |         4. Verify the status indicates a default or error state, and not 'EPB Low-Version'. |       Fail: | |         - Active Variant is reported as 'EPB Low-Version' despite the <SIG> value.",E4,5,N,Y,Correct state-machine verification,E2,4,Y,Y,Routine 0x1008 explicit lock state entrance validated.,5,N,Y,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
565,Baseline,SYRS.1080_A,System_State,"- VC_Item: |     VC_ID: ""VC_SYRS.1080_A.2"" |     Title: ""Verify Assembly ID and Revision Persistence After Power Cycle"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Inspection"" |     Pass_Fail_Criteria: |       Pass: | |         1. Power on the ECU. |         2. Connect a measurement tool (e.g., XCP/Debugger) and attach to the 'Code Descriptor' memory address (defined in A2L/Map file). |         3. Read the data at the 'Assembly ID' and 'Revision' offsets. |         4. Verify that valid data (non-zero/non-empty) matches the <SIG> Assembly ID and Revision for the current build. |         5. Power off the ECU. |         6. Wait for a specified period (e.g., 1 minute). |         7. Power on the ECU again. |         8. Reconnect the measurement tool and read the 'Assembly ID' and 'Revision' from the 'Code Descriptor' memory address. |         9. Verify that the data remains unchanged and still matches the <SIG> values. |       Fail: | |         - Data at the 'Assembly ID' or 'Revision' offset is different after power cycling. |         - Data at the 'Assembly ID' or 'Revision' offset is zero or empty after power cycling. |  | - VC_Item: |     VC_ID: ""VC_SYRS.1080_A.3"" |     Title: ""Verify Assembly ID and Revision Handling During ECU Reset"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Inspection"" |     Pass_Fail_Criteria: |       Pass: | |         1. Power on the ECU. |         2. Connect a measurement tool (e.g., XCP/Debugger) and attach to the 'Code Descriptor' memory address (defined in A2L/Map file). |         3. Read the data at the 'Assembly ID' and 'Revision' offsets. |         4. Verify that valid data (non-zero/non-empty) matches the <SIG> Assembly ID and Revision for the current build. |         5. Trigger an ECU reset (e.g., via a diagnostic command or watchdog timer). |         6. After the ECU has reset, <SIG> the measurement tool and read the 'Assembly ID' and 'Revision' from the 'Code Descriptor' memory address. |         7. Verify that the data remains unchanged and still matches the <SIG> values. |       Fail: | |         - Data at the 'Assembly ID' or 'Revision' offset is different after the ECU reset. |         - Data at the 'Assembly ID' or 'Revision' offset is zero or empty after the ECU reset.",E4,4,Y,Y,Signal integrity robustness testing practical,E2,4,N,Y,Handling of rapid lock/unlock commands is generic stress testing.,4,N,Y,Network,E1:<SIG>-<SIG_240>-Reject|follow-E2(N=N)
566,Baseline,SYRS.1079_B,System_State,"- VC_Item: |     VC_ID: ""VC_SYRS.1079_B.2"" |     Title: ""Verify 'PCBA ID' for Non-First Hardware Revision (Negative)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Negative Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Power up the system with a confirmed non-first hardware revision component (e.g., <SIG_209>). |         2. Read the 'PCBA ID' via the defined diagnostic interface (e.g., UDS RDI 0xF1xx). |         3. Confirm the read value is not 0x01. |       Fail: | |         - The read 'PCBA ID' value is 0x01. |         - The ID is inaccessible or uninitialized. |  | - VC_Item: |     VC_ID: ""VC_SYRS.1079_B.3"" |     Title: ""Verify 'PCBA ID' Read During System Initialization (Boundary)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Power up the system with a confirmed first hardware revision component. |         2. Immediately after power-up, before the system has fully initialized, read the 'PCBA ID' via the defined diagnostic interface (e.g., UDS RDI 0xF1xx). |         3. Confirm the read value is exactly 0x01. |       Fail: | |         - The read 'PCBA ID' value is not equal to 0x01. |         - The ID is inaccessible or uninitialized.",E4,3,Y,Y,One parameter <SIG> insufficiently defined,E2,1,N,N,Incorrect message length NRC 0x13 check defines wrong payload size.,1,N,N,Network,E1:<SIG>-<SIG_240>-Reject|follow-E2(N=N)
567,Baseline,SYRS.0372_A_A,System_State,"- VC_Item: |     VC_ID: ""VC_SYRS.0372_A_A.3"" |     Title: ""Verify Behavior with 'INT.Info' Transitioning to 'Active' During CRC Failures"" |     Method: |       Type: Dynamic |       Technique: Boundary Value Testing |     Pass_Fail_Criteria: |       Pass: | |         1. Set 'INT.Info' to 'Not_Active'. |         2. Inject 'CRC Failure' on '<SIG_125>.Info' for $N\_CRCFail - 1$ consecutive cycles. |         3. Change 'INT.Info' to 'Active' during the $(N\_CRCFail - 1)$th cycle. |         4. Verify '<SIG_126>.Info' does not transition to 'SNA'. |       Fail: | |         - '<SIG_126>.Info' transitions to 'SNA' even though 'INT.Info' became 'Active' before the $N\_CRCFail$th failure. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0372_A_A.4"" |     Title: ""Verify Behavior with <SIG> CRC Failures and 'INT.Info' Remaining 'Not_Active'"" |     Method: |       Type: Dynamic |       Technique: Error Handling Testing |     Pass_Fail_Criteria: |       Pass: | |         1. Set 'INT.Info' to 'Not_Active'. |         2. Inject 'CRC Failure' on '<SIG_125>.Info' for $N\_CRCFail - 1$ consecutive cycles. |         3. Inject a single 'CRC Success' on '<SIG_125>.Info' during the $(N\_CRCFail - 1)$th cycle. |         4. Continue injecting 'CRC Failure' for another $N\_CRCFail - 1$ consecutive cycles. |         5. Verify '<SIG_126>.Info' does not transition to 'SNA' until $N\_CRCFail$ consecutive 'CRC Failures' are detected after the last 'CRC Success'. |       Fail: | |         - '<SIG_126>.Info' transitions to 'SNA' before $N\_CRCFail$ consecutive 'CRC Failures' are detected after the last 'CRC Success'.",E4,2,Y,N,Unsupported diagnostic interaction,E2,5,Y,Y,LIN signal error logic activation bounded appropriately.,2,Y,N,ECU,E1:<SIG>-Flaw-Reject|follow-E4(C=2)
568,Baseline,SYRS.0372_A_B,System_State,"- VC_Item: |     VC_ID: ""VC_SYRS.0372_A_B.2"" |     Title: ""Verify Status Update Latency with Simultaneous Events"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Performance Testing with <SIG> Events"" |     Pass_Fail_Criteria: |       Pass: | |         1. Configure inputs: INT = Not_Active. |         2. Inject the <SIG_180>-th 'CRC Failure' sample (Time $<SIG_37>$) and simultaneously inject another event that could potentially interfere (e.g., a high-priority interrupt or a different status update). |         3. Monitor '<SIG_126>.Info'. |         4. Record the time ($<SIG_38>$) when the value changes to 'SNA'. |         5. Verify Delta ($<SIG_38> - <SIG_37>$) $\le 100\text{ ms}$. |       Fail: | |         - Latency exceeds $100\text{ ms}$. |         - The status update does not occur due to interference from the simultaneous event. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0372_A_B.3"" |     Title: ""Verify Status Update Latency at Boundary Conditions"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Analysis"" |     Pass_Fail_Criteria: |       Pass: | |         1. Configure inputs: INT = Not_Active. |         2. Inject the <SIG_180>-th 'CRC Failure' sample (Time $<SIG_37>$) at the exact <SIG> of the 100 ms limit. |         3. Monitor '<SIG_126>.Info'. |         4. Record the time ($<SIG_38>$) when the value changes to 'SNA'. |         5. Verify Delta ($<SIG_38> - <SIG_37>$) $\le 100\text{ ms}$. |       Fail: | |         - Latency exceeds $100\text{ ms}$. |         - The status update does not occur within the specified time frame, even at the <SIG> condition.",E4,5,N,Y,Strong <SIG> communication validation,E2,4,Y,Y,Rain Sensor adaptation error timeout verification precise.,5,N,Y,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
570,Baseline,SYRS.0017_A_B,System_State,"- VC_Item: |     VC_ID: ""VC_SYRS.0017_A_B.2"" |     Title: ""Verify System Behavior with Invalid Network Wakeup Event During <SIG_210>"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Fault Injection Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Place the system in Pre-Sleep Mode. |         2. At $250\text{ms}$ (mid-point of the timer), inject an invalid Network Wakeup Event (e.g., a corrupted NM PDU). |         3. Verify the system does NOT abort the Sleep transition and continues to enter Sleep Mode after the <SIG_210> period. |         4. Verify the system enters Sleep Mode as <SIG>. |       Fail: | |         - The system aborts the Sleep transition and returns to Normal Operation State. |         - The system does not enter Sleep Mode after the <SIG_210> period. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0017_A_B.3"" |     Title: ""Verify System Behavior with Multiple Valid Network Wakeup Events During <SIG_210>"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Fault Injection Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Place the system in Pre-Sleep Mode. |         2. At $250\text{ms}$ (mid-point of the timer), inject multiple valid Network Wakeup Events (e.g., reception of multiple NM PDUs) within a short interval (e.g., 100 ms). |         3. Verify the system aborts the Sleep transition and immediately returns to Normal Operation State upon the first valid Network Wakeup Event. |         4. Verify the system does NOT enter Sleep Mode. |       Fail: | |         - The system does not abort the Sleep transition and continues to enter Sleep Mode. |         - The system enters Sleep Mode after the <SIG_210> period.",E4,3,Y,Y,External environmental control needed,E2,2,Y,N,Requires unsafe physical manipulation of ignition state mid-write.,2,Y,N,Network,E1:<SIG>-<SIG_241>-Reject|follow-E2(C=2/U=N)
571,Baseline,SYRS.0236_B_A,System_State,"- VC_Item: |     VC_ID: ""VC_SYRS.0236_B_A.EDGE.1"" |     Title: ""Verify Healing Logic (Edge Case - Voltage Spike)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Edge Case Analysis"" |     Pass_Fail_Criteria: |       Pass: | |         1. Pre-condition: Over Voltage Fault is Active. |         2. Set KL30 voltage to $15.86\text{V}$ and maintain for $40\text{ms}$ (below <SIG> duration). |         3. Introduce a brief spike in KL30 voltage to $17.0\text{V}$ for $10\text{ms}$, then return to $15.86\text{V}$ and maintain for an additional $10\text{ms}$ (total of $50\text{ms}$ below <SIG>). |         4. Verify that the Over Voltage Fault status transitions to Inactive (Clears) after the total <SIG> duration of $50\text{ms}$. |       Fail: | |         - Fault remains Active after the required time. |         - Fault clears before the total <SIG> duration of $50\text{ms}$. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0236_B_A.ERROR.1"" |     Title: ""Verify Healing Logic (Error Handling - Sensor Failure)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Error Injection"" |     Pass_Fail_Criteria: |       Pass: | |         1. Pre-condition: Over Voltage Fault is Active. |         2. Simulate a sensor failure by setting KL30 voltage to an invalid value (e.g., $0\text{V}$ or out-of-range value). |         3. Verify that the system does not clear the Over Voltage Fault and logs an error or fault code indicating a sensor failure. |       Fail: | |         - Fault clears despite the sensor failure. |         - No error or fault code is logged.",E4,1,N,N,Violates <SIG> communication logic,E2,4,N,N,Redundant test on DiagnosticSessionControl latency.,1,N,N,ECU,E1:<SIG>-Flaw-Reject|follow-E4(C=1)
573,Baseline,SYRS.0235_B_A,System_State,"- VC_Item: |     VC_ID: ""VC_SYRS.0235_B_A.2"" |     Title: ""Verify Deactivation at Upper Tolerance Boundary (Exact Value)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Analysis"" |     Pass_Fail_Criteria: |       Pass: | |         1. Ensure 'Under Voltage Fault' is currently Active. |         2. Increase KL30 voltage to exactly $8.715\text{ V}$ (Upper tolerance limit). |         3. Verify that the 'Under Voltage Fault' status changes to Deactivated. |       Fail: | |         - Fault remains active even when voltage is exactly $8.715\text{ V}$. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0235_B_A.3"" |     Title: ""Verify Deactivation with Rapid Voltage Increase"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Stress Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Ensure 'Under Voltage Fault' is currently Active. |         2. Rapidly increase KL30 voltage from below $8.3\text{ V}$ to above $8.715\text{ V}$ within a short time frame (e.g., 10 ms). |         3. Verify that the 'Under Voltage Fault' status changes to Deactivated. |       Fail: | |         - Fault remains active even after a rapid voltage increase to above $8.715\text{ V}$.",E4,5,N,Y,Correct pass/fail derivation,E2,4,Y,Y,Pending <SIG> latency during multi-frame transmission mapped.,5,N,Y,ECU,E1:<SIG>-<SIG_240>-Reject|follow-E4(N=N)
576,Baseline,SYRS.0059_A,System_State,"- VC_Item: |     VC_ID: ""VC_SYRS.0059_A.2"" |     Title: ""Verify system behavior when battery voltage is exactly at the lower <SIG> (<SIG_127>)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Analysis"" |     Pass_Fail_Criteria: |       Pass: | |         1. Configure <SIG_127> = 9V, <SIG_128> = 16V (example values). |         2. Power on system with Bat = 9V (Exactly at Min). |         3. Verify system does not enter 'Operating Voltage Mode' within 1 second. |       Fail: | |         - System enters 'Operating Voltage Mode' within 1 second. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0059_A.3"" |     Title: ""Verify system behavior when battery voltage is exactly at the upper <SIG> (<SIG_128>)"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Analysis"" |     Pass_Fail_Criteria: |       Pass: | |         1. Configure <SIG_127> = 9V, <SIG_128> = 16V (example values). |         2. Power on system with Bat = 16V (Exactly at Max). |         3. Verify system does not enter 'Operating Voltage Mode' within 1 second. |       Fail: | |         - System enters 'Operating Voltage Mode' within 1 second.",E4,2,Y,N,<SIG> electrical dependency; novel-invalid,E2,4,Y,Y,Silent failure logic functional mapping correct.,2,Y,N,HW,E1:<SIG>-Flaw-Reject|follow-E4(C=2)
580,Baseline,SYRS.0375_A_A,System_State,"- VC_Item: |     VC_ID: ""VC_SYRS.0375_A_A.BOUNDARY.1"" |     Title: ""Verify Boundary Condition for <SIG_215>"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Boundary Value Analysis"" |     Pass_Fail_Criteria: |       Pass: | |         1. Set 'INT.Info' to Active. |         2. Set '<SIG>' to OFF. |         3. Inject 'Message Counter Failure' on '<SIG_85>' for (<SIG_215> - 1) times. |         4. Verify '<SIG_126>.Info' is NOT set to 'SNA'. |         5. Inject one more 'Message Counter Failure' on '<SIG_85>' to reach <SIG_215>. |         6. Verify '<SIG_126>.Info' is set to 'SNA'. |       Fail: | |         - '<SIG_126>.Info' is set to 'SNA' before reaching <SIG_215>. |         - '<SIG_126>.Info' is NOT set to 'SNA' after reaching <SIG_215>. |  | - VC_Item: |     VC_ID: ""VC_SYRS.0375_A_A.<SIG_140>.1"" |     Title: ""Verify Error Handling with Invalid 'INT.Info' State"" |     Method: |       Type: ""Dynamic"" |       Technique: ""Negative Testing"" |     Pass_Fail_Criteria: |       Pass: | |         1. Set 'INT.Info' to an invalid state (e.g., a value that is not recognized by the system). |         2. Set '<SIG>' to OFF. |         3. Inject 'Message Counter Failure' on '<SIG_85>' for <SIG_215> times. |         4. Verify '<SIG_126>.Info' is NOT set to 'SNA'. |         5. Ensure the system logs an error or handles the invalid 'INT.Info' state appropriately. |       Fail: | |         - '<SIG_126>.Info' is set to 'SNA' when 'INT.Info' is in an invalid state. |         - The system does not log an error or handle the invalid 'INT.Info' state.",E4,3,Y,Y,Requires programmable disturbance injection,E2,1,N,N,Assumes UDS 0x28 handles non-standard physical layers. Wrong.,1,N,N,Network,E1:<SIG>-<SIG_240>-Reject|follow-E2(N=N)
